レースID,順位,選手登番,展示,天候,風向,風速,波高,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-09-16大　村ニッカン・コム杯1R,1,4695,6.94,雨,東,1,1,6,尾崎雄二,34,長崎,52,B1,4.24,20.41,5.08,34.29,45.1,19.05
2020-09-16大　村ニッカン・コム杯1R,2,4299,6.93,雨,東,1,1,1,中島浩哉,37,長崎,57,B1,4.79,27.1,5.16,34.15,31.48,25.81
2020-09-16大　村ニッカン・コム杯1R,3,3773,6.95,雨,東,1,1,2,津留浩一,46,長崎,55,B1,4.71,27.54,5.61,37.89,27.91,26.19
2020-09-16大　村ニッカン・コム杯1R,4,4107,6.95,雨,東,1,1,3,吉村茂樹,40,群馬,64,B1,3.52,15.09,5.0,40.0,33.33,15.91
2020-09-16大　村ニッカン・コム杯1R,5,4094,6.93,雨,東,1,1,5,中島真二,39,福岡,51,B1,4.52,17.53,4.77,26.92,11.63,44.68
2020-09-16大　村ニッカン・コム杯1R,6,3289,6.91,雨,東,1,1,4,高橋淳美,57,大阪,47,B1,4.78,34.57,3.81,19.05,39.58,34.0
2020-09-16大　村ニッカン・コム杯2R,1,4373,6.93,雨,東,1,1,2,若狭奈美,32,岡山,46,A2,5.45,26.83,5.17,31.71,23.91,41.18
2020-09-16大　村ニッカン・コム杯2R,2,3878,6.93,雨,東,1,1,1,胡本悟志,43,山口,51,B1,4.64,27.78,3.75,12.5,42.55,19.57
2020-09-16大　村ニッカン・コム杯2R,3,4241,6.93,雨,東,1,1,6,大串重幸,35,長崎,52,B1,4.69,26.8,5.46,36.99,56.1,41.86
2020-09-16大　村ニッカン・コム杯2R,4,3708,6.97,雨,東,1,1,5,岡部貴司,46,岡山,55,A2,5.28,28.97,5.75,36.36,28.85,30.61
2020-09-16大　村ニッカン・コム杯2R,5,4677,6.91,雨,東,1,1,3,片橋幸貴,32,滋賀,54,A2,5.78,41.12,5.78,33.33,20.0,38.0
2020-09-16大　村ニッカン・コム杯2R,6,4892,6.96,雨,東,1,1,4,柴田直哉,30,福岡,50,B1,4.74,22.35,3.2,13.33,29.82,33.96
2020-09-16大　村ニッカン・コム杯3R,1,4724,6.93,曇り ,南東,1,1,2,吉田祐貴,34,佐賀,51,B1,4.65,25.53,3.64,14.29,35.71,17.65
2020-09-16大　村ニッカン・コム杯3R,2,3872,6.98,曇り ,南東,1,1,4,岡田憲行,44,大阪,53,A1,6.38,48.0,6.35,55.0,30.43,48.94
2020-09-16大　村ニッカン・コム杯3R,3,3663,6.98,曇り ,南東,1,1,1,木山和幸,50,広島,50,B1,4.95,25.89,4.75,25.0,18.6,40.82
2020-09-16大　村ニッカン・コム杯3R,4,4207,6.95,曇り ,南東,1,1,3,松下一也,37,静岡,53,A2,6.59,55.24,5.64,33.33,36.0,42.22
2020-09-16大　村ニッカン・コム杯3R,5,4171,6.98,曇り ,南東,1,1,6,榎　幸司,38,長崎,51,A2,6.58,48.48,7.07,56.64,10.26,28.89
2020-09-16大　村ニッカン・コム杯3R,6,4841,7.0,曇り ,南東,1,1,5,高橋悠花,28,岡山,47,B2,4.06,22.64,4.04,26.09,33.33,29.79
2020-09-16大　村ニッカン・コム杯4R,1,3746,6.92,曇り ,東,1,1,1,岡瀬正人,45,岡山,52,A2,6.02,40.54,6.2,44.44,36.96,36.36
2020-09-16大　村ニッカン・コム杯4R,2,4362,6.94,曇り ,東,1,1,6,土屋智則,35,群馬,50,A1,6.73,50.37,6.87,50.91,13.64,23.91
2020-09-16大　村ニッカン・コム杯4R,3,4006,6.96,曇り ,東,1,1,3,小野勇作,42,佐賀,50,A1,6.1,45.35,5.84,39.53,33.33,10.0
2020-09-16大　村ニッカン・コム杯4R,4,4383,6.96,曇り ,東,1,1,2,竹田吉行,35,徳島,51,B1,5.34,31.03,6.17,50.0,18.42,33.33
