レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ1R,120,100,150,220,220,110,210,360,920,470
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ2R,1430,780,620,4280,1740,260,330,430,12300,2350
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ3R,1240,190,100,2030,470,250,770,550,9420,1120
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ4R,510,460,230,2090,980,200,2410,1580,31180,12120
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ5R,260,150,370,1530,990,350,180,360,3570,710
2020-09-06福　岡オールレディースＬＯＶＥＦＭ福岡なでしこカップ6R,370,230,200,2970,1080,310,540,670,17130,1930
2020-09-06芦　屋日本ＭＢ選手会会長杯1R,130,110,240,1480,1030,250,150,1120,3600,810
2020-09-06芦　屋日本ＭＢ選手会会長杯2R,1080,210,120,2730,910,170,150,110,4060,250
2020-09-06芦　屋日本ＭＢ選手会会長杯3R,130,200,150,370,300,210,160,630,1680,1160
2020-09-06芦　屋日本ＭＢ選手会会長杯4R,100,100,130,220,220,110,120,170,500,270
2020-09-06芦　屋日本ＭＢ選手会会長杯5R,3660,690,120,11870,1210,310,1840,400,100550,3870
2020-09-06芦　屋日本ＭＢ選手会会長杯6R,210,120,280,880,830,210,120,150,2020,290
2020-09-06芦　屋日本ＭＢ選手会会長杯7R,580,210,210,3720,2130,620,850,2810,26980,10500
2020-09-06芦　屋日本ＭＢ選手会会長杯8R,560,220,180,1390,530,140,700,490,7870,2600
2020-09-06芦　屋日本ＭＢ選手会会長杯9R,610,290,130,1800,900,390,160,160,5540,460
2020-09-06芦　屋日本ＭＢ選手会会長杯10R,110,100,150,220,220,110,280,440,1100,700
2020-09-06芦　屋日本ＭＢ選手会会長杯11R,150,110,680,2350,2580,490,160,1000,9180,1490
2020-09-06芦　屋日本ＭＢ選手会会長杯12R,740,540,660,1820,2640,930,1890,2120,17120,7860
2020-09-06下　関ＢＴＳながとオープン記念1R,3600,270,470,4830,1630,410,1210,860,28020,4580
2020-09-06下　関ＢＴＳながとオープン記念2R,150,180,260,540,230,200,140,240,3240,400
2020-09-06下　関ＢＴＳながとオープン記念3R,340,140,100,400,230,140,310,140,1680,400
2020-09-06下　関ＢＴＳながとオープン記念4R,850,970,520,3330,2400,320,250,190,5210,540
2020-09-06下　関ＢＴＳながとオープン記念5R,100,100,100,320,310,200,180,340,1010,440
2020-09-06下　関ＢＴＳながとオープン記念6R,920,120,240,3370,1340,280,180,120,7980,390
2020-09-06下　関ＢＴＳながとオープン記念7R,310,120,120,350,180,150,270,260,1400,420
2020-09-06下　関ＢＴＳながとオープン記念8R,350,120,600,1950,1400,260,160,210,3970,590
2020-09-06宮　島第８回トータリゼータエンジニアリング杯1R,120,100,230,650,620,290,180,350,2020,1020
2020-09-06宮　島第８回トータリゼータエンジニアリング杯2R,120,100,140,350,460,150,100,280,930,330
2020-09-06宮　島第８回トータリゼータエンジニアリング杯3R,300,160,100,1800,480,270,350,260,4410,670
2020-09-06宮　島第８回トータリゼータエンジニアリング杯4R,130,100,160,240,230,130,220,270,800,350
2020-09-06宮　島第８回トータリゼータエンジニアリング杯5R,100,100,100,280,210,140,210,380,1030,430
2020-09-06宮　島第８回トータリゼータエンジニアリング杯6R,1200,670,370,3950,1350,490,700,310,15370,1000
2020-09-06宮　島第８回トータリゼータエンジニアリング杯7R,150,110,300,510,440,250,270,730,2050,510
2020-09-06宮　島第８回トータリゼータエンジニアリング杯8R,910,130,100,2040,330,160,230,140,5320,250
2020-09-06宮　島第８回トータリゼータエンジニアリング杯9R,120,100,140,220,210,120,100,200,700,320
2020-09-06宮　島第８回トータリゼータエンジニアリング杯10R,100,110,100,230,180,210,300,520,470,270
2020-09-06宮　島第８回トータリゼータエンジニアリング杯11R,130,100,100,200,200,130,280,690,720,520
2020-09-06宮　島第８回トータリゼータエンジニアリング杯12R,150,100,130,350,270,180,150,250,670,390
2020-09-06児　島日刊スポーツ杯1R,450,160,100,810,210,190,500,360,4080,690
2020-09-06児　島日刊スポーツ杯2R,220,150,120,500,370,240,1780,3480,15110,17140
2020-09-06児　島日刊スポーツ杯3R,410,1620,1000,1860,730,220,330,520,4320,1050
2020-09-06児　島日刊スポーツ杯4R,530,220,140,3100,1060,580,1020,400,12710,2430
2020-09-06児　島日刊スポーツ杯5R,510,120,110,2710,680,260,140,100,5540,300
2020-09-06児　島日刊スポーツ杯6R,320,150,130,930,950,170,1360,990,9840,3050
2020-09-06児　島日刊スポーツ杯7R,360,280,480,1000,990,210,160,200,2090,410
2020-09-06児　島日刊スポーツ杯8R,1610,190,140,4300,1720,420,710,210,28830,1210
2020-09-06児　島日刊スポーツ杯9R,160,130,270,870,880,420,480,1390,6390,3080
2020-09-06児　島日刊スポーツ杯10R,390,160,110,2040,470,150,250,100,2710,400
2020-09-06児　島日刊スポーツ杯11R,140,100,220,480,470,180,140,280,1360,450
2020-09-06児　島日刊スポーツ杯12R,150,100,100,190,140,100,510,320,800,430
2020-09-06鳴　門第１８回オロナミンＣカップ競走1R,180,100,100,420,240,240,120,270,820,240
2020-09-06鳴　門第１８回オロナミンＣカップ競走2R,630,160,110,3270,460,210,110,100,6460,370
2020-09-06鳴　門第１８回オロナミンＣカップ競走3R,160,100,120,360,170,140,560,410,1570,540
2020-09-06鳴　門第１８回オロナミンＣカップ競走4R,100,100,370,420,730,150,130,390,1250,360
2020-09-06鳴　門第１８回オロナミンＣカップ競走5R,450,140,100,1070,260,170,230,160,2310,390
2020-09-06鳴　門第１８回オロナミンＣカップ競走6R,250,150,100,620,180,140,590,620,3060,830
2020-09-06鳴　門第１８回オロナミンＣカップ競走7R,220,180,130,790,460,310,620,440,1990,500
2020-09-06鳴　門第１８回オロナミンＣカップ競走8R,300,750,300,12730,7550,920,920,1300,33940,3730
2020-09-06鳴　門第１８回オロナミンＣカップ競走9R,200,180,410,830,820,140,350,650,3790,1030
2020-09-06鳴　門第１８回オロナミンＣカップ競走10R,440,670,1860,1140,1540,410,320,570,5830,3820
2020-09-06鳴　門第１８回オロナミンＣカップ競走11R,330,220,220,800,560,170,210,190,2490,270
2020-09-06鳴　門第１８回オロナミンＣカップ競走12R,120,120,260,1330,1070,320,200,380,2970,710
2020-09-06住之江第４８回高松宮記念特別競走1R,150,100,170,330,160,150,260,250,1240,540
2020-09-06住之江第４８回高松宮記念特別競走2R,680,360,200,1940,1180,420,310,310,8650,1530
2020-09-06住之江第４８回高松宮記念特別競走3R,830,290,230,4550,1770,400,1690,410,33430,6270
2020-09-06住之江第４８回高松宮記念特別競走4R,180,250,380,1090,670,190,290,430,5870,1190
2020-09-06住之江第４８回高松宮記念特別競走5R,240,140,450,1790,1560,660,250,410,5890,1220
2020-09-06住之江第４８回高松宮記念特別競走6R,100,110,100,260,150,120,400,340,1050,510
2020-09-06住之江第４８回高松宮記念特別競走7R,690,290,210,4750,2060,380,720,580,38760,3240
2020-09-06住之江第４８回高松宮記念特別競走8R,170,100,170,450,290,160,220,260,1380,560
2020-09-06住之江第４８回高松宮記念特別競走9R,160,120,130,360,300,140,150,190,750,270
2020-09-06住之江第４８回高松宮記念特別競走10R,150,130,150,310,280,110,120,210,960,360
2020-09-06住之江第４８回高松宮記念特別競走11R,130,120,170,470,400,180,460,740,3150,2060
2020-09-06住之江第４８回高松宮記念特別競走12R,120,100,120,270,250,140,170,280,1120,620
2020-09-06琵琶湖第７回中日スポーツ杯1R,1080,190,100,2300,740,200,700,610,9790,2050
2020-09-06琵琶湖第７回中日スポーツ杯2R,350,170,110,1470,410,120,130,130,2010,160
2020-09-06琵琶湖第７回中日スポーツ杯3R,260,130,170,490,390,270,370,340,1980,620
2020-09-06琵琶湖第７回中日スポーツ杯4R,170,100,140,370,210,220,220,310,970,350
2020-09-06琵琶湖第７回中日スポーツ杯5R,150,140,100,210,160,110,170,200,390,190
2020-09-06琵琶湖第７回中日スポーツ杯6R,410,190,370,1940,1680,430,610,1070,11810,3990
2020-09-06琵琶湖第７回中日スポーツ杯7R,500,200,190,2360,1630,880,430,310,7750,1620
2020-09-06琵琶湖第７回中日スポーツ杯8R,240,110,100,230,230,210,370,450,1040,440
2020-09-06琵琶湖第７回中日スポーツ杯9R,140,130,170,200,230,250,260,630,1390,640
2020-09-06琵琶湖第７回中日スポーツ杯10R,670,110,160,1270,460,230,350,320,7510,1290
2020-09-06琵琶湖第７回中日スポーツ杯11R,100,100,130,260,200,130,440,1020,2230,1030
